obs_names,predicted_labels,majority_voting
Foster_2024.SMM8_pos:515,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM13_neg:1385,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Bailur_2019.mm2:998,Tem/Trm cytotoxic T cells,Tem/Temra cytotoxic T cells
Oetjen_2018.O:2785,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Foster_2024.SMM11_pos:1113,Tem/Temra cytotoxic T cells,Tem/Trm cytotoxic T cells
Zheng_2021.P20190322-T:941,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.HD1_neg:2826,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM13_pos:3493,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Bailur_2019.mgus13:688,Tem/Effector helper T cells,Tem/Effector helper T cells
Oetjen_2018.S_T2:1987,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Oetjen_2018.O:3012,CD16+ NK cells,Tem/Temra cytotoxic T cells
Kfoury_2021.BMM2:2323,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM4_pos:3029,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Oetjen_2018.W:359,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Liu_2021.58408_SMM:1210,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Foster_2024.MGUS1_pos:1413,Regulatory T cells,Tem/Effector helper T cells
Zheng_2021.P20190322-P:3539,MAIT cells,MAIT cells
Bailur_2019.mgus14:1285,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM13_pos:8281,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM9_pos:8483,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM12_pos:1946,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM1_pos:8649,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.MGUS1_pos:5652,Tem/Effector helper T cells,Tem/Effector helper T cells
Oetjen_2018.N:1912,Tem/Effector helper T cells,Tem/Effector helper T cells
Foster_2024.HD2_pos:162,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM13_pos:860,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Foster_2024.MM6_pos:693,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Kfoury_2021.BMM5:244,Tem/Effector helper T cells,Tem/Effector helper T cells
Oetjen_2018.W:1265,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM13_pos:9750,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM4_pos:4743,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Bailur_2019.hd6:622,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Oetjen_2018.A:694,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM5_neg:1904,MAIT cells,MAIT cells
Foster_2024.MM4_pos:448,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Oetjen_2018.S_T2:3999,Tem/Effector helper T cells,Tem/Effector helper T cells
Foster_2024.MM7_pos:7796,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Oetjen_2018.B:2340,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM11_pos:7315,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM8_pos:5248,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM2_pos:1581,Tem/Trm cytotoxic T cells,Regulatory T cells
Liu_2021.59114_Primary:526,Type 17 helper T cells,Type 17 helper T cells
Foster_2024.SMM9_pos:1241,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Bailur_2019.mgus4:355,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM2_pos:2181,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Zheng_2021.P20181219-T:794,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Foster_2024.SMM1_pos:5177,Tem/Effector helper T cells,Tem/Effector helper T cells
Oetjen_2018.L:3489,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Oetjen_2018.K:2745,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Granja_2019.BMMC_D1T1:2973,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM5_neg:1661,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM5_pos:4846,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM13_pos:957,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Liu_2021.58408_Primary:1035,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Liu_2021.83942_Primary:7441,Tem/Trm cytotoxic T cells,Memory B cells
Oetjen_2018.K:772,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM6_neg:2027,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM9_pos:7645,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Zheng_2021.P20181219-T:1555,CRTAM+ gamma-delta T cells,CRTAM+ gamma-delta T cells
Liu_2021.58408_SMM:2706,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Granja_2019.BMMC_D1T1:5117,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM12_pos:6015,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Foster_2024.SMM6_pos:2435,Regulatory T cells,Regulatory T cells
Kfoury_2021.BMM6:3701,Tcm/Naive helper T cells,Tem/Effector helper T cells
Foster_2024.MM4_neg:837,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Bailur_2019.mgus1:43,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.HD1_pos:1426,Regulatory T cells,NK cells
Foster_2024.SMM7_pos:765,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Bailur_2019.hd6:404,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Bailur_2019.hd3:85,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.MM6_pos:169,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.MM7_pos:6630,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM12_pos:16,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Bailur_2019.hd4:661,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.MM6_pos:11137,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Foster_2024.MGUS1_pos:5032,Regulatory T cells,Regulatory T cells
Foster_2024.MM7_pos:8008,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM1_pos:5051,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Bailur_2019.mm7:826,CD8a/a,Tcm/Naive helper T cells
Foster_2024.HD1_neg:2103,Tem/Temra cytotoxic T cells,Tem/Trm cytotoxic T cells
Oetjen_2018.O:469,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Kfoury_2021.BMM9:2312,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM11_pos:2213,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Zavidij_2020.NBM-10:1000,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Oetjen_2018.K:1060,CD16+ NK cells,CD16+ NK cells
Foster_2024.MM7_pos:3299,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Kfoury_2021.BMM9:1234,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Oetjen_2018.A:1295,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.MGUS1_neg:4975,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Oetjen_2018.H:3119,Tem/Effector helper T cells,Tem/Effector helper T cells
Kfoury_2021.BMM5:453,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Oetjen_2018.S_T2:1069,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Foster_2024.HD2_pos:6032,NK cells,Tcm/Naive helper T cells
Bailur_2019.mm2:990,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM13_pos:1898,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM11_pos:3090,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Zheng_2021.P20190122-T:3928,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM13_pos:5815,Tem/Effector helper T cells,Tem/Effector helper T cells
Liu_2021.60359_Primary:3695,Follicular helper T cells,Follicular helper T cells
Bailur_2019.mgus12:1963,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Liu_2021.58408_SMM:1101,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM4_pos:4705,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM1_neg:7264,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM2_neg:1779,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM1_pos:8962,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.MM7_pos:8319,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Bailur_2019.hd6:562,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Oetjen_2018.L:221,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Bailur_2019.mgus13:841,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM5_pos:595,Tcm/Naive helper T cells,Tem/Effector helper T cells
Foster_2024.SMM13_pos:7678,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Oetjen_2018.O:2984,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Zavidij_2020.NBM-10:911,MAIT cells,MAIT cells
Foster_2024.MM4_pos:7290,Tem/Effector helper T cells,Tem/Effector helper T cells
Bailur_2019.mgus7:731,Tem/Effector helper T cells,Tem/Effector helper T cells
Foster_2024.SMM2_pos:5094,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.HD2_pos:2214,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM13_pos:10365,Tem/Effector helper T cells,Tem/Effector helper T cells
Foster_2024.HD1_pos:3879,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Granja_2019.BMMC_D1T2:410,Trm cytotoxic T cells,Trm cytotoxic T cells
Liu_2021.60359_Primary:4033,Tem/Effector helper T cells,Tem/Effector helper T cells
Liu_2021.60359_Primary:2475,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Oetjen_2018.K:2690,CD16+ NK cells,CD16+ NK cells
Kfoury_2021.BMM4:1248,Treg(diff),Treg(diff)
Oetjen_2018.L:2996,Tem/Effector helper T cells,Tcm/Naive helper T cells
Bailur_2019.mgus6:1723,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Oetjen_2018.M:1702,Tem/Effector helper T cells,Tem/Effector helper T cells
Foster_2024.SMM12_pos:4047,Regulatory T cells,Regulatory T cells
Foster_2024.MM4_pos:4863,Tem/Trm cytotoxic T cells,Tcm/Naive helper T cells
Foster_2024.MM4_pos:2203,Tem/Temra cytotoxic T cells,NK cells
Foster_2024.SMM12_pos:6458,Tem/Effector helper T cells,Tem/Effector helper T cells
Foster_2024.SMM1_neg:3568,Tem/Trm cytotoxic T cells,Tem/Effector helper T cells
Zheng_2021.P20190322-P:3332,NK cells,CD16+ NK cells
Foster_2024.MM6_pos:6627,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM1_pos:4148,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Kfoury_2021.BMM8:1195,Trm cytotoxic T cells,Trm cytotoxic T cells
Foster_2024.SMM13_pos:1433,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Oetjen_2018.O:920,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Liu_2021.47491_SMM:1097,Tem/Effector helper T cells,Tem/Effector helper T cells
Bailur_2019.hd6:1270,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Oetjen_2018.W:1771,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Zheng_2021.P20190322-T:2488,Regulatory T cells,Regulatory T cells
Liu_2021.47491_Primary:1381,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Oetjen_2018.J:782,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Bailur_2019.mm6:1200,MAIT cells,MAIT cells
Bailur_2019.mgus5:1604,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM1_pos:11397,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Oetjen_2018.H:2344,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM12_pos:5001,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM6_neg:3073,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Oetjen_2018.T:3224,Monocytes,Tcm/Naive helper T cells
Bailur_2019.mgus13:1038,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM12_pos:8122,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM10_pos:1796,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Zheng_2021.P20190322-P:2602,CD16+ NK cells,CD16+ NK cells
Zavidij_2020.SMMl-1:243,Follicular helper T cells,Follicular helper T cells
Kfoury_2021.BMM6:1092,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Bailur_2019.mgus11:532,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.HD3_neg:2327,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.MM6_neg:8011,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM9_pos:4458,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.MGUS1_neg:1720,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Liu_2021.83942_Primary:1166,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Foster_2024.SMM5_pos:7591,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM8_pos:4910,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Oetjen_2018.O:3219,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM5_pos:9890,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Liu_2021.60359_Primary:1156,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Oetjen_2018.J:954,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Oetjen_2018.N:3826,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Foster_2024.MM4_pos:4120,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.MGUS1_pos:4953,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Zheng_2021.P20181219-T:1962,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM13_pos:12261,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM2_pos:2822,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM9_pos:7493,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Foster_2024.HD3_pos:5144,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.MGUS1_pos:3091,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM11_pos:9750,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Bailur_2019.mm5:180,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Liu_2021.83942_Primary:673,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Zheng_2021.P20190322-T:1605,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Bailur_2019.hd2:929,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM6_pos:2092,Tem/Effector helper T cells,Tem/Effector helper T cells
Oetjen_2018.S_T2:1108,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Granja_2019.BMMC_D1T1:2488,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM1_pos:671,Regulatory T cells,Regulatory T cells
Zheng_2021.P20190122-T:1402,CD16- NK cells,CD16- NK cells
Foster_2024.SMM14_neg:385,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Bailur_2019.mm2:1145,Tem/Effector helper T cells,Tcm/Naive helper T cells
Granja_2019.BMMC_D1T1:1011,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.MM4_pos:3313,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Foster_2024.SMM9_pos:9225,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Zheng_2021.P20190122-P:616,Tem/Effector helper T cells,Tem/Effector helper T cells
Foster_2024.SMM8_pos:1254,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Oetjen_2018.W:2363,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Kfoury_2021.BMM9:1055,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Oetjen_2018.S_T2:3472,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.HD2_pos:902,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM4_pos:778,MAIT cells,MAIT cells
Foster_2024.SMM9_pos:5641,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Foster_2024.MM7_pos:9745,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Bailur_2019.hd6:1257,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Bailur_2019.mgus6:51,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM5_neg:6537,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Oetjen_2018.L:3715,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Zheng_2021.P20190122-T:1723,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.MGUS1_neg:3115,Tem/Effector helper T cells,Regulatory T cells
Oetjen_2018.T:2891,Monocytes,Monocytes
Foster_2024.SMM5_pos:2943,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Zheng_2021.P20181219-T:2992,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Oetjen_2018.S_T2:1074,Monocytes,Tem/Trm cytotoxic T cells
Bailur_2019.mgus11:313,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Oetjen_2018.N:539,Tem/Effector helper T cells,Tem/Effector helper T cells
Foster_2024.MM4_pos:4297,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Granja_2019.BMMC_D1T2:2044,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Oetjen_2018.S_T2:1475,NK cells,Tem/Temra cytotoxic T cells
Foster_2024.MGUS1_pos:2582,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Zavidij_2020.MM-3:1580,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Zavidij_2020.MM-4:506,Monocytes,Monocytes
Granja_2019.BMMC_D1T1:3418,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM6_pos:3707,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM9_pos:1092,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Oetjen_2018.E:904,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM8_pos:259,Regulatory T cells,Regulatory T cells
Foster_2024.SMM13_pos:9389,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Kfoury_2021.BMM8:861,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM2_pos:4598,Tem/Effector helper T cells,Tem/Effector helper T cells
Foster_2024.SMM10_neg:2026,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.HD2_pos:4159,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Oetjen_2018.H:2020,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Zavidij_2020.MGUS-3:573,Tem/Effector helper T cells,Tem/Effector helper T cells
Foster_2024.MGUS1_pos:5059,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Oetjen_2018.N:2757,Memory CD4+ cytotoxic T cells,Memory CD4+ cytotoxic T cells
Zavidij_2020.NBM-10:1280,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM9_pos:6703,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Foster_2024.HD2_pos:8808,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Zheng_2021.P20190122-T:3021,Type 17 helper T cells,Type 17 helper T cells
Kfoury_2021.BMM5:2427,Tem/Effector helper T cells,Tem/Effector helper T cells
Foster_2024.SMM4_pos:2603,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Foster_2024.MM7_pos:12091,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM9_pos:10526,Tem/Temra cytotoxic T cells,Tcm/Naive helper T cells
Foster_2024.MM7_pos:11106,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Liu_2021.60359_Primary:4127,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Bailur_2019.mm1:372,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Zheng_2021.P20190122-T:5225,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Zheng_2021.P20190122-P:2780,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Foster_2024.SMM4_pos:1386,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.MGUS1_pos:1858,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Liu_2021.59114_Primary:1177,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Bailur_2019.hd6:1250,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Liu_2021.58408_Primary:4449,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Foster_2024.SMM1_pos:4021,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Granja_2019.BMMC_D1T1:1440,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM2_pos:353,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM2_pos:3900,Tem/Effector helper T cells,Tem/Effector helper T cells
Zheng_2021.P20190122-P:429,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Foster_2024.MGUS1_pos:4969,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM11_pos:4695,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Bailur_2019.hd7:136,Tem/Temra cytotoxic T cells,NK cells
Foster_2024.HD1_pos:2666,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Foster_2024.MM7_pos:2188,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Oetjen_2018.K:4380,Type 1 helper T cells,Tem/Effector helper T cells
Kfoury_2021.BMM8:1200,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Bailur_2019.mm11:644,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM13_pos:9753,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Oetjen_2018.H:543,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Bailur_2019.hd7:610,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM12_pos:8753,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Foster_2024.SMM12_pos:4118,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM9_neg:1081,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Foster_2024.SMM13_pos:1504,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Oetjen_2018.K:655,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Oetjen_2018.W:1980,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Kfoury_2021.BMM5:2904,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM11_pos:6452,MAIT cells,Tcm/Naive helper T cells
Foster_2024.SMM8_pos:3058,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Oetjen_2018.W:259,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.MM4_pos:5616,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM11_pos:870,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Foster_2024.SMM2_pos:1706,Tem/Effector helper T cells,Tem/Effector helper T cells
Zheng_2021.P20181219-T:2669,Tem/Temra cytotoxic T cells,CD16+ NK cells
Zheng_2021.P20190122-P:264,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Foster_2024.MGUS1_pos:3664,Tem/Effector helper T cells,Tem/Effector helper T cells
Foster_2024.SMM1_pos:4781,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.MM7_pos:5870,Tem/Trm cytotoxic T cells,Tcm/Naive helper T cells
Foster_2024.MM7_pos:2847,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM8_pos:7679,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Bailur_2019.hd6:1277,CD16+ NK cells,CD16+ NK cells
Foster_2024.SMM4_pos:321,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Foster_2024.SMM1_pos:8050,Tcm/Naive helper T cells,Tem/Effector helper T cells
Oetjen_2018.H:2518,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Oetjen_2018.H:231,Regulatory T cells,Regulatory T cells
Foster_2024.HD2_pos:4054,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Foster_2024.MM7_pos:9206,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM13_pos:1711,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.HD3_neg:95,Tem/Effector helper T cells,Tem/Effector helper T cells
Foster_2024.SMM8_pos:1576,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Oetjen_2018.F:1185,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Foster_2024.HD3_pos:5047,NK cells,Tem/Temra cytotoxic T cells
Bailur_2019.hd4:984,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Foster_2024.SMM4_pos:5237,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Liu_2021.58408_Primary:2906,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM1_pos:3386,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Foster_2024.SMM2_neg:886,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
