"pt","raw_clonotype_id","CD8A","nonvir10_UCell","exp"
"PT16","clonotype30",2.65529579099613,0.387333333333333,FALSE
"PT16","clonotype2",1.02360755411431,0.5695,FALSE
"PT16","clonotype690",1.40255935299931,0.2219,FALSE
"PT16","clonotype541",1.99226719019932,0.214666666666667,FALSE
"PT16","clonotype474",1.84024414060493,0.658433333333333,FALSE
"PT16","clonotype8",0.936899558740725,0.2438,FALSE
"PT16","clonotype3",1.5517973792915,0.2538,FALSE
"PT16","clonotype9",1.56003999320523,0.451233333333333,FALSE
"PT16","clonotype234",0,0.3345,FALSE
"PT16","clonotype266",0,0.366666666666667,FALSE
"PT16","clonotype8",1.6232578939083,0.399433333333333,FALSE
"PT16","clonotype85",0,0.584033333333333,FALSE
"PT16","clonotype21",2.70636494227865,0.675633333333333,FALSE
"PT16","clonotype77",0,0.2432,FALSE
"PT16","clonotype1",2.38997315556606,0.4138,FALSE
"PT16","clonotype273",0,0.0767666666666666,FALSE
"PT16","clonotype59",0,0.325366666666667,FALSE
"PT16","clonotype445",0,0.2344,FALSE
"PT16","clonotype99",0,0.327566666666667,FALSE
"PT16","clonotype29",0.92069826212551,0.480366666666667,FALSE
"PT16","clonotype5",0,0.3816,FALSE
"PT16","clonotype685",0,0.165933333333333,FALSE
"PT16","clonotype3",1.80662555455358,0.546433333333333,FALSE
"PT16","clonotype735",0,0.321066666666667,FALSE
"PT16","clonotype2",1.6165533648125,0.6363,FALSE
"PT16","clonotype589",0,0.278866666666667,FALSE
"PT16","clonotype105",1.07755915200087,0.652766666666667,FALSE
"PT16","clonotype7",1.71457040374192,0.356433333333333,FALSE
"PT16","clonotype59",0,0.668633333333333,FALSE
"PT16","clonotype118",1.07605668220753,0.183766666666667,FALSE
"PT16","clonotype314",0,0.0727666666666666,FALSE
"PT16","clonotype46",3.16334487571334,0.620166666666667,FALSE
"PT16","clonotype464",0,0.3629,FALSE
"PT16","clonotype215",2.56026763153712,0.226933333333333,FALSE
"PT16","clonotype4",0,0.496233333333333,FALSE
"PT16","clonotype11",1.78509508990223,0.281533333333333,FALSE
"PT16","clonotype17",0,0.300366666666667,FALSE
"PT16","clonotype18",1.83348677624932,0.4086,FALSE
"PT16","clonotype21",0,0.2427,FALSE
"PT16","clonotype318",0,0.146766666666667,FALSE
"PT16","clonotype787",0,0.2122,FALSE
"PT16","clonotype23",3.13684549847956,0.3297,FALSE
"PT16","clonotype656",0,0.241866666666667,FALSE
"PT16","clonotype263",0,0.3511,FALSE
"PT16","clonotype700",0,0.2035,FALSE
"PT16","clonotype47",2.39455049779408,0.3854,FALSE
"PT16","clonotype306",1.33123480558347,0.543533333333333,FALSE
"PT16","clonotype4",0,0.326566666666667,FALSE
"PT16","clonotype4",0,0.798,FALSE
"PT16","clonotype733",0.950504357939311,0.438733333333333,FALSE
"PT16","clonotype453",1.32305442645152,0.389866666666667,FALSE
"PT16","clonotype711",0,0.425533333333333,FALSE
"PT16","clonotype709",0,0.3716,FALSE
"PT16","clonotype587",0,0.2271,FALSE
"PT16","clonotype713",1.01357350310651,0.226066666666667,FALSE
"PT16","clonotype726",0,0.4199,FALSE
